text,label,label_name,is_synthetic
"RT [USER]: Gwen Stefani's new single is trash. her, hilary duff, britney and fergie have to give it up and go raise your kids and judg&8230;",2,neither,False
RT [USER]: Eloquently stated. &8220;[USER]: god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch&8221;,1,offensive_language,False
"""I dont even need a picture of tamar, that bitch is beat in every picture""&128514;&128557;&128514;&128514;&128514;",1,offensive_language,False
"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",2,neither,False
[USER] faggot,1,offensive_language,False
[USER] IDC. I can still get it. That's my pussy,1,offensive_language,False
[USER] [USER] [USER] [USER] elissa is such a fake cunt,1,offensive_language,False
[USER] [USER] [USER] Exactly by folks who can't favor to get into that lovely old stadium.,2,neither,False
I'm just living my nig....,1,offensive_language,False
RT [USER]: hickeys hurt I don't see how people always have them hoes .,1,offensive_language,False
[USER] [USER] [USER] [USER] cause it would their tip hand instead they whine like little bitches=&gt;,1,offensive_language,False
[USER] it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &128514;&128514;,1,offensive_language,False
RT [USER]: This hoe swear to God that boy fuckin everybody..,1,offensive_language,False
Dino in rare form RT [USER]: Mind your business hoe RT [USER]: Annually RT [USER]: Smh Webb hurt,1,offensive_language,False
my nigguh wtf,1,offensive_language,False
Fly nicca no parachute,1,offensive_language,False
[USER] lemme find out you twitter beefin with hoes,1,offensive_language,False
"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &9829;",1,offensive_language,False
"neither have i :-/ RT [USER]: I just...why...ok. RT [USER]: ""I've never had a nigger cock"" [URL]",1,offensive_language,False
RT [USER]: When they said lifes a bitch.. They really meant it.,1,offensive_language,False
All I want is cheesy bread and brownies &128523;,2,neither,False
Who's baby is dat who's da man dat did dat 2 u Gator's bitches best be using jimmys,1,offensive_language,False
I tld that hoe 2 wrongs dnt make a rite now she wanna sing,1,offensive_language,False
RT [USER]: if she lives at home she's a little less likely to cheat on you and be a ho,1,offensive_language,False
RT [USER]: My Wifi stronger then half y'all hoes relationships lol,1,offensive_language,False
"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high",1,offensive_language,False
RT [USER]: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss &8230;,1,offensive_language,False
It's throw it in her throat thursdays so make a ghetto gaggler out of her,1,offensive_language,False
That's my young ho I don't want nuthin old but her bank roll,1,offensive_language,False
"RT [USER]: Too many faithful girls are single, and too many hoes are taken.&128581;",1,offensive_language,False
Whenever I came to school fresh I took hella bathroom breaks just so the hoes could check me out &128514;,1,offensive_language,False
He trash in concert anyways. RT [USER]: Dude y'all fraud as hell if y'all go to J.Cole concert and you don't fw his music.,1,offensive_language,False
Can you catch a box hoe ?,1,offensive_language,False
RT [USER]: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents [URL],2,neither,False
Kicking niccas Tf outcha mentions like [URL],1,offensive_language,False
"' I'm hard to kill &1041653; , I'm countin cake up with ma finest bitch &1041636;&1041636; . Take off her makeup and she still look like a finalist &1041191;&1043359; .",1,offensive_language,False
Hoes and dey hoe poses,1,offensive_language,False
&8220;[USER]: Bruh RT [USER]: Trent took the yellow path [URL],2,neither,False
"RT [USER]: &8220;[USER]: [USER] shit nigga don't complain. Now you got room for hella nudes from hoes&8221; Trueeee, I'll hy&8230;",1,offensive_language,False
""" got ya bitch tip toeing on my hardwood floors "" &128514; [URL]",1,offensive_language,False
RT [USER]: Free wop,2,neither,False
"She cares tho. Appreciate her. Lol RT [USER]: A trolling bitch is a lonely bitch.""",1,offensive_language,False
The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!,1,offensive_language,False
aka don't ignore me bitches,1,offensive_language,False
"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script",1,offensive_language,False
Welp! &8220;[USER] Me: Baby I cooked Bae: What's for dinner? Me: That bitch you been texting [URL],1,offensive_language,False
Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit,1,offensive_language,False
[USER] [USER] it's okay I'll get bitches on this dick anyway but thanks for the tip,1,offensive_language,False
Dis nicca lame,2,neither,False
Extra hard for these hoes.,1,offensive_language,False
They updated Wukong's new splash so it doesn't look so fucking retarded,1,offensive_language,False
"RT [USER]: Contrary to belief, us queers don&8217;t go around looking for things to be offended about. It&8217;s just you cisheteros say the darne&8230;",1,offensive_language,False
"give her dope dick now she a fuckin addict hoe, u a fool if u thought a nigga neva had it yo",1,offensive_language,False
Word... But what r Dms? RT [USER] A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh,1,offensive_language,False
especially since Rick and Andrea are banging each other in the comics but the bitch died already,1,offensive_language,False
[USER] bitch i hit you with the dm and a nigga aint dm back,1,offensive_language,False
[USER] geminis rule hoe. &128524;,1,offensive_language,False
Omg this bitch just said some shit,1,offensive_language,False
RT [USER]: &8220;[USER]: stupid ass toe dog dam&8221;&128514;&128514; bitch you mad at your toe &128553; dumb hoe yo toe aint wanna be stomped .,1,offensive_language,False
RT [USER]: Tweeting about ur boyfriend won't get him off Xbox live that nigga gotta 24 kill streak rn bitch shut up,1,offensive_language,False
Like bitch y u ain't do that in the first place?,1,offensive_language,False
&8220;[USER]: &8220;[USER]: Everybody Loves Dej Loaf&8221; cause that's wifey&8221; fuck off kaya dats my bitch.,1,offensive_language,False
You should have to be over 6 foot and 220 lbs to buy a truck. We know most of you get em cause you're scrawny country pussies.,1,offensive_language,False
"RT [USER]: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" whiteknight",2,neither,False
"porn,android,iphone,ipad,sex,xxx, | Babe | ebony babe pussy [URL]",1,offensive_language,False
"""[USER]: &8220;[USER]: [USER] [USER] hoes Austin&8221; teach us Austin.""I teach u how to get curved? That's all I know",2,neither,False
Lmao chill spook RT [USER] You think you Better than niggas cause you in Miami you &252;ber colored Faggot [USER]?,1,offensive_language,False
"""[USER]: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1,offensive_language,False
"RT [USER]: Rick Scott beating win number in 30 counties, Charlie Crist in 13. FLGOV",2,neither,False
The Bucs has 2 great uniforms and ruined them both for that trash smh,2,neither,False
"RT [USER]: ""I don't send nudes"" -- a bitch wit trash nudes",1,offensive_language,False
\\ fake bitches \\,1,offensive_language,False
Big Red and fat squaw ...lol my hubby is so funny!! insidejoke,2,neither,False
[USER] nigga byeeeee lmfao I'll be dammed if a fag stole my girl,1,offensive_language,False
&8220;[USER]: Ginobli dropping them bitches like a Delta line&8221;. &128514;&128514;&128553;&9996;&65039;,1,offensive_language,False
"Ungrateful shit lol RT [USER]: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't.",1,offensive_language,False
RT [USER]: These hoes ain't loyal [URL],1,offensive_language,False
"RT [USER]: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!",2,neither,False
Tell a bitch GTFO my face fa no reason,1,offensive_language,False
the gullible ones do. RT [USER]: So people go to college with intentions of being a hoe? K.,1,offensive_language,False
SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!,1,offensive_language,False
RT [USER]: Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,1,offensive_language,False
"[USER] [USER] they want what I got, I want what they got, America.they got the word nigger, I want it to",0,hate_speech,False
"I do alot of fucking girl, but I don't fuck around... I been in the same pussy since before MIGOS came out...",1,offensive_language,False
I feel like a bad bitch when I wear my rhinestoned pocket jeans .,1,offensive_language,False
Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas,1,offensive_language,False
"""I found a new way to chug you have to open your mouth alot"" shitallysays",2,neither,False
[USER] only great thing these bitches can offer &128514;&128514;&128514;,1,offensive_language,False
[USER] more like Look at all those bitches,1,offensive_language,False
RT [USER]: i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,1,offensive_language,False
But she is a hoe.? &8212; idk about that [URL],1,offensive_language,False
Lmaoooooo lil Dave you a hoe for that,1,offensive_language,False
"[USER] Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat",0,hate_speech,False
"RT [USER]: Too many good single girls, too many hoes taken.",1,offensive_language,False
"' I thinkkk shee knows , about , maaaa otheeeeeeeer bitch &1041219; .",1,offensive_language,False
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either [URL]",0,hate_speech,False
RT [USER]: SEE YA! [USER] gives the Yankees a 4-3 lead in the 10th with a solo home run!,2,neither,False
RT [USER]: Larry bird 38 &128514;,2,neither,False
Gonna surprise earl with a tranny. Best 450 ever fucking spent? Yes,1,offensive_language,False
RT [USER]: most of the bitches he fw not old enough to get a ID &128514;&128514;so what that tell you &128129;,1,offensive_language,False
[USER] uh you're trash. &128536;,1,offensive_language,False
the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that,1,offensive_language,False
"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",2,neither,False
RT [USER]: [USER] bitch where tf you think you going?!,1,offensive_language,False
Only the strong survive and you niggas is bitches,1,offensive_language,False
Can these birds shut the fuck up,1,offensive_language,False
RT [USER]: I just wanna leave this bitch for a weekend,1,offensive_language,False
trash [URL],2,neither,False
&8220;[USER]: is this flappy bird shit a joke or........... [URL] on the real tho,1,offensive_language,False
"You too old to be on Twitter, crying like a bitch...",1,offensive_language,False
no hoe shit or roxy shit but dawggg I swear I ain't knw Kia no how to fight...,1,offensive_language,False
I hate when black people try and be white so bad ... Your a nigger,0,hate_speech,False
RT [USER]: Claw that ass! [USER]: when u see that bitch who was talkin shit on twitter in public... [URL],1,offensive_language,False
Nice base running again by the [USER]. Fucking ponderous.,1,offensive_language,False
Mannnn tonight feels like trash.,2,neither,False
"I'm sick and tired of the 'above the fray' crowd, 'they're all the same' crowd, the mushy moderate, the contrarian etc.Wake up pussies. War",1,offensive_language,False
Man my bitch is beautiful Helen of Troy.,1,offensive_language,False
"RT [USER]: I suck a giant dick, i suck a skinny dick &9835; i suck a faggot dick, i suck a nigger dick &9835; i suck the dicks that remind me&8230;",1,offensive_language,False
"RT [USER]: Stuff broke loose, must not panic and share GIF instead [URL]",2,neither,False
Ahhh fuck it let's go 405 rows for the hoes [URL],1,offensive_language,False
[USER] damn he was my bitch for Eddie Johnson teams last year,1,offensive_language,False
Drake was singing that shit so bitches would buy NWTS...lmao. Nobody even remembers that album,1,offensive_language,False
RT [USER]: For the last few weeks my name been cripple &128555;&9855;&65039;,2,neither,False
[USER] lmaoo boy how you think Benny heard it lol i was blasting that bitch,1,offensive_language,False
[USER] nope not at all but I'm stuck in a house full of fucking niggers help me escape &128553;,0,hate_speech,False
[USER] thanks nig&128540;,1,offensive_language,False
RT [USER]: Pick 6 hoe lets gooo,1,offensive_language,False
"[USER] how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?",1,offensive_language,False
Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&128299;&128298; I'll kill you bitch &128545;,1,offensive_language,False
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",0,hate_speech,False
"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! PGAChampionship",0,hate_speech,False
"[USER] [USER] [USER] bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot",1,offensive_language,False
"RT [USER]: ""[USER]: Lil skinny bitch throw ha like a frito TecoRemix""bol",1,offensive_language,False
Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.,1,offensive_language,False
Tongue inside her pussy or dont bother eating her,1,offensive_language,False
Your bitch always said she wanna fuck a real nigga,1,offensive_language,False
"We got gin, mad blunts and bitches sucking dick",1,offensive_language,False
Wilson a hoe he said that shit 2 years ago,1,offensive_language,False
[USER] [USER] I can tell from this tweet that you're a twat.,1,offensive_language,False
"Amanda Bynes is crazy, idc what else y'all wanna call it but da bitch been crazy.",1,offensive_language,False
[USER] hey hoe,1,offensive_language,False
[USER] [USER] [USER] &128514;&128514;&128514; bitch no more on my account,1,offensive_language,False
Crazy bitch - Buckcherry &128076;,1,offensive_language,False
My bitch gotta be as fly as me if not flyer,1,offensive_language,False
"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?",1,offensive_language,False
".[USER] Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",2,neither,False
[USER] you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.thedumbestteabagger,1,offensive_language,False
"Rand went full retard some time ago &8220;[USER]: [USER] isn't ""playing the game""... he's just retarded. [URL]",1,offensive_language,False
Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,1,offensive_language,False
Not sure why someone would put my pictures on a escort website I ain't selling pussy,1,offensive_language,False
RT [USER]: Cookies n' Cream Oreo Fudge Ice Cream [URL],2,neither,False
RT [USER]: All these girls saying nobody can put em up with em. Dont no nigga want a bitch as a girlfriend fix that shit,1,offensive_language,False
Time hop makes me realize how much off a faggot I was lol,1,offensive_language,False
[USER] [USER] yall playful don't come dumb hoes,1,offensive_language,False
Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr,1,offensive_language,False
Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.,1,offensive_language,False
RT [USER]: Smack a bitch. Bitches love hand prints on their ass.,1,offensive_language,False
RT [USER]: I like being Asian and all but it's a struggle having squinty eyes in every picture,2,neither,False
WeAreRepublicNotRegime POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans ImpeachObama,2,neither,False
[USER] and the plastic surgery of a tranny.,1,offensive_language,False
"Me and my nig [USER] be running shit in Miami on the court, we only lost one game in 3 days",1,offensive_language,False
"RT [USER]: i hate a bitch that think she the shit, bitch you basic as the fuck&128564;&128564;",1,offensive_language,False
You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.,1,offensive_language,False
"""[USER]: Why the eggplant emoji doe?""y he say she looked like scream lmao",2,neither,False
RT [USER]: And I thought I had a problem! Oreos [URL],2,neither,False
"RT [USER]: I don't want yo bitch, she gotta be foreign. &128564;",1,offensive_language,False
"Jus waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable bitch",1,offensive_language,False
"[USER] [USER] oh, see cher? see what your particular brand vitriol creates? A boy who thinks it's ok to call a woman a cunt. libtard",1,offensive_language,False
"[USER] [USER] Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie",2,neither,False
RT [USER]: [USER] &128514;&128514; 2 many lil bitty bitches,1,offensive_language,False
[USER] mhmm tweet bird &128037;,2,neither,False
RT [USER]: If I ride up to your bitch in these then...homie consider yourself a single nigga . [URL],1,offensive_language,False
[USER] you are not a cat.you are a pussy! black bored kid kills a cop by starting a fire.WHERE IS THE OUTRAGE YOU PHONY?!?!?!? [USER],1,offensive_language,False
It bothers me when a ugly girl has a bad bitch attitude.,1,offensive_language,False
"RT [USER]: Damn, I got bitches *kanye voice*",1,offensive_language,False
"""poor whitey"" [URL]",0,hate_speech,False
RT [USER]: Lmao they all trash before &amp; after &128530;&128557;,2,neither,False
[USER] nigga yes you do! Take me on a ride in that bitch pleaseee,1,offensive_language,False
S/o to my mom came home to tacos and brownies &9786;&65039;&128523;,2,neither,False
"porn,android,iphone,ipad,sex,xxx, | Teen | Cutie lesbian teens toy slits [URL]",2,neither,False
Free my brother turt and gn bitches,1,offensive_language,False
[USER] ehh it was tough but yeah. Lol jk of course niglet,1,offensive_language,False
I keep these hoes in check until they bounce,1,offensive_language,False
balling like I'm stunna bitch,1,offensive_language,False
Secondary playing like hoes.,1,offensive_language,False
How long are they going to let the fools in Ferguson continue? Stop pussy footin' &amp; disperse them by WHATEVER means necessary!,2,neither,False
RT [USER]: When you and your boys discover a hoe [URL],1,offensive_language,False
RT [USER]: RT: [USER] I just wanna state for the record that I don&8217;t have any hoes. - [URL],1,offensive_language,False
"Fuck rebuild the tranny, I'm driving it like its been for the last 4 years till it finally goes out &128514;&128514;&128514;",1,offensive_language,False
girl acting like I'm staring at her bitch I just can't laugh at your joke? ain't worth staring at anyways,1,offensive_language,False
&8220;[USER]: When you fuck her GOOD she trip even more&8221; good dick makes a bitch go crazy,1,offensive_language,False
She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,1,offensive_language,False
[USER] [USER] at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.,1,offensive_language,False
Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1,offensive_language,False
Fuckin pussies passed out.,1,offensive_language,False
[USER] yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,1,offensive_language,False
RT [USER]: Bust dat pussy wide OPEN,1,offensive_language,False
&8220;[USER]: here&8217;s to all the kids who have never found their name on anything in a souvenir store&8221; thanks mom for the ghetto name.,2,neither,False
"Do you have a nickname? What is it? &8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... [URL]",2,neither,False
[USER] I'm not goin oml I'm finna drop this bitch,1,offensive_language,False
RT [USER]: lol im off this brooo. bitches janky. &128557;&128514;&128175;,1,offensive_language,False
[USER] yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the NFL,0,hate_speech,False
RT [USER]: That moment the pussy too good &amp; u gotta slow that stroke down! [URL],1,offensive_language,False
Pussys only pussy an I get it when I need it,1,offensive_language,False
that would be the stunt in which [USER] crossed some water dressed as a dead man while his teabagger sheriff friend watched him.,2,neither,False
&8220;[USER]: [USER] I really hate Poly bitches.&8221; You and me both man,1,offensive_language,False
RT [USER]: u ain't sailor moon bitch,1,offensive_language,False
&amp;&amp; some of you hoes too... [URL],1,offensive_language,False
[USER] Im omy to the movie right now and I'm literally gonna slap a bitch if they scream or some shit.,1,offensive_language,False
Come her lil bitch I want that sloppy toppy,1,offensive_language,False
Yasss bitches I'm brown&128540;,1,offensive_language,False
I know bitches be mad as shit when they friends borrow their clothes &amp; its a bunch of girls in her IG comments sayin how cute the outfit is,1,offensive_language,False
"RT [USER]: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&8230;",1,offensive_language,False
"[USER] cunt nigger fuck balls tits cocksucker piss dick kike. If you can't take swearing, don't go on the god damn internet.",1,offensive_language,False
Round 3 on you hoes chitown sb2014 [URL],1,offensive_language,False
[USER] stfu prude ass basic ass bitch,1,offensive_language,False
&8220;[USER]: all these bitches getting mommy money&8221; niggas too.,1,offensive_language,False
Yeah bitches. You know he was hot shit back in the day [URL],1,offensive_language,False
[USER] ya I know all the slang I'm racist I h8 porch monkies,0,hate_speech,False
"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?",1,offensive_language,False
We can't call somebody wack we got Raymond Felton RT [USER]: Lin so trash.,2,neither,False
RT [USER]: I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &128586;,1,offensive_language,False
[USER] I have class nig,1,offensive_language,False
RT [USER]: I fucked ur bitch after I got bingo,1,offensive_language,False
[USER] got me feelin like trappin ain't dead. Got me ready to call the guala! Salute da truth! SeenItAll SeenItAllTheAutobiography,2,neither,False
[USER] yeah I tend you grab ass &128075;and smack bitches in the morning . I don't think you can hang lol&128514;&128076;,1,offensive_language,False
[USER] &128527;&128527;&128527; Yas bitch . Don't have too much fun,1,offensive_language,False
Yeah bitch,1,offensive_language,False
errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy,1,offensive_language,False
I see u jigga!!!! Hillary $wankin,2,neither,False
[USER] [USER] [USER] But...country music listeners really are hicks and alcoholics &128514;&128514;,0,hate_speech,False
This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... [URL],1,offensive_language,False
I'm a bitch,1,offensive_language,False
[USER] [USER] see bitch this is why you have no friends,1,offensive_language,False
Been hooping all day tired than bitch,1,offensive_language,False
"&8220;[USER]: if your wardrobe consist of mostly leggings, you's a hoe&8221; guilty",1,offensive_language,False
RT [USER]: &8220;[USER]: bitches is so corny&8221; SOOOOOOO corny !,1,offensive_language,False
Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,1,offensive_language,False
"RT [USER]: BITCH YOU GUESSED IT ""[USER]: &8220;[USER]: my pussy cuteness always sets me up for a good day&128522;&8221;u need some dick"" WOOOOH You &8230;",1,offensive_language,False
[USER] meet up then and stop hitching out and back your words up pussy,1,offensive_language,False
RT [USER]: Look at all the chicks [USER] follow and tell me he ain't got hoes. [URL],1,offensive_language,False
RT [USER]: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,0,hate_speech,False
"Dayum u gyp, u gone have mfs thinking im wiping my face w/pissy diapers n shyt grrrrrr",1,offensive_language,False
fat dykes make me want to vomit,0,hate_speech,False
"RT [USER]: If there was an invisible celestial judge who killed those who spew hate on Palestinians, celebrities &amp; politicians would&8230;",1,offensive_language,False
Where a prego bitch when I need one I have no milk an a whole box of cinnamon toast crunch man,1,offensive_language,False
"RT [USER]: Gucci, you conceited bitch I might be 'Cause my chain so bright, Stevie Wonder might see",1,offensive_language,False
RT [USER]: Working out with the hoes [USER] [USER],1,offensive_language,False
Tell that hating ass niggah to shut the fuck up,1,offensive_language,False
RT [USER]: When [USER] said &8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&8221; [URL],1,offensive_language,False
RT [USER]: hoo boy... these guinea pigd love to shit. shouldn't have ordered the full dozen,1,offensive_language,False
"[USER] [USER] [USER] in other words you are accustomed to niggers so muchYour Almighty one can be next to u, but yo nigger",1,offensive_language,False
These hoes aint yours,1,offensive_language,False
Mute it hoe.,1,offensive_language,False
With birds ill share this lonely view,2,neither,False
RT [USER]: I cannot fuck with a broke bitch! &128175;,1,offensive_language,False
RT [USER]: [USER] [USER] bum ass bitch u look like a hype Thot ass u a hot ready dirty ho &128514;,1,offensive_language,False
RT [USER]: &8220;[USER]: 1 day down 39 more days with out pot lent&8221;your a faggot,1,offensive_language,False
Tick tack toe linin' up yo hoe,1,offensive_language,False
[USER] you a poop. :( see I'm going all ghetto talk. Wtf!,1,offensive_language,False
My new bitch finer than a mf but I don't understand shit she say &128585;,1,offensive_language,False
RT [USER]: What an inconsiderate bitch,1,offensive_language,False
Iite Peyton don&8217;t be a faggot this drive,1,offensive_language,False
"Rose colored glasses only, you guys. wvnextin6",2,neither,False
"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy",1,offensive_language,False
RT [USER]: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..,1,offensive_language,False
"Somebody toss this bitch a Dasani or something, gurl is THIRSTY",1,offensive_language,False
"Being coons &8220;[USER]: At??? [USER]: Y'all are amazing.""&8221;",2,neither,False
Just got rich. Took a broke nigga bitch,1,offensive_language,False
Yo bitch wanna fuck the squad!!&128526;,1,offensive_language,False
RT [USER]: &8220;[USER]: Dats y I don't argue wit Dese bitches lol&8221; keep it brief trappa lls,1,offensive_language,False
"""[USER]: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&128514;&128514;""",1,offensive_language,False
&8220;[USER]: I like down bitches&8221;,1,offensive_language,False
"&128514;&128557; RT [USER]: RT [USER]: Lmfao ""[USER]: WTF kinda pussy my mom think I got, buying this shit. &128530;&9995; [URL]",1,offensive_language,False
And you kno we the opposite of down bitch we up [URL],1,offensive_language,False
RT [USER]: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,2,neither,False
RT [USER]: I'm the coolest bitch &128526;,1,offensive_language,False
SEnd y'all bitch asses fishing with us RT [USER]: We ain't beat San Antonio all season I don't wanna play them nigguhs straightup,1,offensive_language,False
Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing. TidyTerrorist [URL],2,neither,False
"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... [URL]",1,offensive_language,False
&8220;[USER]: &8220;[USER]: I have no hoes because yah nigga ain't shit&8221;&8221;,1,offensive_language,False
